customer_id,customer_name,email,phone_number,account_number,date_of_birth,gender,account_type,account_open_date,account_age_days,nationality,country,city,address,occupation,annual_income,kyc_status,customer_risk_rating,previous_fraud_flag,fraud_incident_count,created_at,updated_at
CUST_f0aa6f0ecf5a461eb7abfebe5fe4ea64,Joy Peterson,velasquezmegan@example.com,5711305548851,GB15BFPE61493316373516,1948-08-09,Prefer not to say,Business,2023-03-14,1185,Vanuatu,North Macedonia,Port Patriciamouth,"0808 Roberson Orchard, Lake Beth, VA 17328",Civil Service administrator,28241.34,Failed,High,True,1,2023-03-14 17:09:32.627888,2026-05-15 17:09:32.627888
CUST_3670faf2f4224a958313dc5b617656e7,Lisa Morris,mbarnes@example.net,4654722698485,GB57WXRU33394522885158,1978-02-17,Other,Checking,2024-09-25,624,Myanmar,Montserrat,Craigside,"81062 Ellen Flats Suite 244, Port Bryan, WY 39185","Engineer, electronics",170557.08,Pending,Low,False,0,2024-09-25 17:09:32.628953,2026-05-30 17:09:32.628953
CUST_de12eb7910134644b5af9d096d74ad89,Robert Garcia,juliahoffman@example.org,0666580043973,GB22UWWU59893347212281,1971-02-10,Female,Business,2026-01-16,146,Armenia,Japan,Angelaberg,"57202 Carlson Trail Suite 798, Charlesmouth, NC 29331",Educational psychologist,96353.7,Failed,Medium,False,0,2026-01-16 17:09:32.629954,2026-05-26 17:09:32.629954
CUST_b181def1e7b94d3fad3a1f9e7ee30e00,Jonathan Perry,odavis@example.org,5543987801573,GB36UTTH05616484085887,1978-07-27,Other,Business,2025-11-13,210,Aruba,French Polynesia,West Willie,"USNS Bonilla, FPO AP 70389",Actor,46225.37,Verified,Low,False,0,2025-11-13 17:09:32.630974,2026-05-31 17:09:32.630974
CUST_5790967da2cb4600aeeacdf5534dc2c8,Mark Lewis,nhouston@example.net,1207501102481,GB26SHIN67665061809190,1993-02-19,Other,Premium,2021-12-30,1624,Thailand,Barbados,Sarahville,"147 Foster Shore Apt. 728, East Julie, WY 72030",Hotel manager,181482.09,Verified,Low,False,0,2021-12-30 17:09:32.631510,2026-05-26 17:09:32.631510
CUST_3267703e809c4f1c97312fe6670fde3e,Stephen Sanford,susan08@example.net,1009968814353,GB92NUQE22394312908781,1965-03-22,Prefer not to say,Savings,2022-08-31,1380,Paraguay,Bangladesh,Coreyshire,"2314 Rachel Island Suite 759, Heatherberg, OK 74800",Medical sales representative,78486.54,Verified,Low,False,0,2022-08-31 17:09:32.631510,2026-06-07 17:09:32.631510
CUST_188d9744091b47d2b1942fd79805932c,Caroline Edwards,jenniferdavidson@example.com,2577754781291,GB55IERG41108099693084,1982-06-05,Prefer not to say,Checking,2024-02-17,845,Uganda,Mauritius,Valdezberg,"427 Randy Parkway, Lake Johnburgh, WV 67889",Counselling psychologist,125120.58,Verified,Medium,False,0,2024-02-17 17:09:32.632520,2026-05-31 17:09:32.632520
CUST_f9f5c8383ffe426faea82e0a5599588e,Keith Knight,jillwebb@example.com,3731453038567,GB70OBBU51844989266591,1980-08-07,Prefer not to say,Savings,2025-03-27,441,El Salvador,Honduras,New Richard,"7908 Scott Forks Apt. 843, East Eric, PA 94519",Commissioning editor,233124.1,Failed,Low,False,0,2025-03-27 17:09:32.632520,2026-05-17 17:09:32.632520
CUST_fcdeeb9c97d546b391ddb19346ec2925,Gary Wilson,lmendoza@example.org,0302992280920,GB57FIFQ69904137977236,1986-04-30,Prefer not to say,Checking,2023-05-26,1112,Cambodia,South Africa,New Donna,"9913 Cruz Coves Apt. 388, Serranoville, HI 62874",Volunteer coordinator,241686.59,Verified,Medium,False,0,2023-05-26 17:09:32.633556,2026-05-18 17:09:32.633556
CUST_767adc3007bc436e824cb2448293af09,Kim Goodwin,olsondavid@example.net,6865086376599,GB40DNEI73149864300981,1980-10-23,Prefer not to say,Business,2021-10-09,1706,Albania,Honduras,Lake Linda,"69448 Cunningham Ridge, Victoriafurt, WV 27199",Patent attorney,232605.3,Verified,Medium,False,0,2021-10-09 17:09:32.634517,2026-05-23 17:09:32.634517
CUST_d639e25e79194f64b6657a6aac936afa,Karen Wood,tking@example.net,6213721386589,GB07WVWB26012796114351,1986-11-20,Female,Savings,2026-02-19,112,Argentina,Saint Kitts and Nevis,Ariasfurt,"902 Gonzales Flats Suite 309, New Gavin, AZ 47652",Field trials officer,109103.28,Failed,Medium,False,0,2026-02-19 17:09:32.635517,2026-05-13 17:09:32.635517
CUST_4c3684b1216c4bdd809c974110496873,Angie Hill,zgomez@example.com,8011848955439,GB07GOMS04268181845184,2005-01-22,Prefer not to say,Business,2021-06-10,1827,Mauritania,Suriname,Heatherfurt,"7790 Wilson Cliff, Schultzbury, TX 92405",Event organiser,245285.17,Verified,Low,False,0,2021-06-10 17:09:32.635517,2026-05-29 17:09:32.635517
CUST_6b45b59b578644c4a38a0393d5929d4e,Harry Nichols,john16@example.net,1827553942373,GB44HXHI33339521117908,1948-04-26,Other,Business,2024-02-15,847,Thailand,Liberia,Christinefort,"PSC 9472, Box 8463, APO AP 17310",Audiological scientist,205103.27,Verified,Low,False,0,2024-02-15 17:09:32.636555,2026-05-22 17:09:32.636555
CUST_a9f1ae5c53f94dd98585582f9accd22d,Karen Fernandez,phillip27@example.org,5003691559428,GB08IHIP95527636556472,1984-04-29,Other,Premium,2025-11-29,194,Bulgaria,Morocco,Port Cory,"663 Lauren Streets, South Linda, HI 55750",Restaurant manager,183731.1,Failed,Medium,False,0,2025-11-29 17:09:32.636555,2026-06-04 17:09:32.636555
CUST_9ccdacf079fd4419845bb5d493569993,Sarah Holmes DDS,jevans@example.net,6120347175455,GB05RRZI50615939982455,1991-04-03,Other,Premium,2022-08-01,1410,Malawi,Libyan Arab Jamahiriya,Prestonfurt,"225 Welch Ports Suite 112, Jeremymouth, SD 38689","Geologist, engineering",231874.11,Verified,Medium,False,0,2022-08-01 17:09:32.636555,2026-05-21 17:09:32.636555
CUST_5946af93316e46f9ac17c7ab64e1da3a,Jeremy Roy,julie87@example.com,2023413261117,GB87RBAY68114921643347,1988-01-28,Female,Premium,2024-10-20,599,Brunei Darussalam,Bulgaria,North Austin,"7848 Taylor Square Apt. 997, Millsside, ME 46005",Race relations officer,183381.13,Verified,Medium,False,0,2024-10-20 17:09:32.638059,2026-05-26 17:09:32.638059
CUST_2646f5ab8c184e4fb7a3121c45d8d8ae,Brandon Parker,tgreen@example.org,8254780774064,GB59THZA85368663266341,1974-03-05,Prefer not to say,Premium,2026-01-11,151,Niue,Dominican Republic,Justinside,"12241 Williamson Groves Suite 350, North Tara, AK 24872","Civil engineer, consulting",221819.76,Pending,Low,False,0,2026-01-11 17:09:32.638568,2026-05-25 17:09:32.638568
CUST_d2d657470b014e699cdd7276e6945a11,Mike Acosta,christophersmith@example.org,6475705120461,GB26RPFG46013673037183,1977-08-14,Prefer not to say,Checking,2023-11-03,951,Iceland,Pitcairn Islands,Sharonburgh,"881 Olson Hills, West Paige, VI 87886",Engineering geologist,32204.95,Verified,Low,False,0,2023-11-03 17:09:32.639087,2026-06-02 17:09:32.639087
CUST_10d79c1844c147268d12b493b68490a3,Jeffrey Smith,brenda63@example.org,9792513271950,GB28BLUE81273585730652,1962-07-03,Female,Premium,2022-05-26,1477,United Arab Emirates,Armenia,Mannside,"92855 Hill Village Apt. 182, Phillipsview, ND 48619",Professor Emeritus,177179.78,Verified,Low,False,0,2022-05-26 17:09:32.639652,2026-05-19 17:09:32.639652
CUST_90a4ad5b7ace44f6b5b3d9cce9e871de,Katie Gross,harveymichael@example.net,5186387829456,GB53UKDD81022031731096,1990-03-19,Female,Savings,2021-06-12,1825,Liechtenstein,Malta,Brandonbury,"37170 Grant Mall, Lauraton, GU 81363",Geographical information systems officer,102496.96,Pending,Low,False,0,2021-06-12 17:09:32.640166,2026-05-22 17:09:32.640166
CUST_9e330d33e2bb4245b4f81acf3c65f1b1,Benjamin Torres,susandavis@example.net,8633839288619,GB92LVOW61228685289755,1982-11-16,Female,Business,2025-12-09,184,Greece,Tanzania,Robertchester,"398 Nicholas Plaza Suite 577, Smithton, LA 78588","Administrator, sports",74646.96,Verified,Medium,False,0,2025-12-09 17:09:32.641215,2026-05-20 17:09:32.641215
CUST_164c7c1dca3a4b5ba2ff2c0f53b64af1,Steve Smith,jasonedwards@example.net,8889921075224,GB76LSHH44196931572791,1985-12-12,Prefer not to say,Business,2025-11-04,219,Norway,French Southern Territories,Lake Lindseyfurt,"5661 Julie Vista, Lake Kimberlyfurt, AR 40449","Scientist, research (physical sciences)",115810.23,Verified,Medium,False,0,2025-11-04 17:09:32.641215,2026-06-09 17:09:32.641215
CUST_a32514d2606643c18d2e9fc46ecd266d,Karl Murphy,ericnunez@example.com,9981364622517,GB76SXBR64168622783769,1958-10-15,Other,Checking,2021-10-15,1700,Monaco,Nicaragua,East Charles,"911 Henderson Keys Apt. 559, Port Kevinstad, RI 58462",Youth worker,162729.19,Pending,High,True,2,2021-10-15 17:09:32.642212,2026-05-12 17:09:32.642212
CUST_fa8e72ee7e2b4002a0bb5ccd31c6301d,Thomas Hall,eric11@example.net,3924051477053,GB34XRGG88487920698042,1949-07-14,Other,Checking,2022-09-06,1374,Finland,Cook Islands,Briantown,"510 Dillon Run Suite 368, West Toddside, CO 24935","Engineer, civil (contracting)",198513.75,Verified,Low,False,0,2022-09-06 17:09:32.643175,2026-05-27 17:09:32.643175
CUST_32d134dea5274658a1340a7e4d3e53ce,Kristina Marquez,wrightalyssa@example.com,6205554384046,GB49ARIH25621689363926,1966-09-13,Male,Checking,2025-09-12,272,United States of America,Netherlands,Shaneberg,"832 Barker Pine, South Wendy, WI 19526",Systems analyst,241369.31,Failed,Low,False,0,2025-09-12 17:09:32.643175,2026-05-29 17:09:32.643175
CUST_31d9d96d1adb4dd7952d78a454731d42,Justin Fry,whitemary@example.org,5664742312209,GB42TITS93933051728975,1957-12-17,Other,Premium,2022-10-14,1336,Timor-Leste,Iceland,Wellsburgh,"0463 Katherine Circles, South Michelle, NM 90660","Journalist, broadcasting",49915.3,Failed,Low,False,0,2022-10-14 17:09:32.644182,2026-06-10 17:09:32.644182
CUST_e43feb511d5a4c80838c9033aec29e9b,Jessica Parsons,zcortez@example.net,8177038860868,GB18YUBG47644726490827,2001-12-01,Female,Savings,2025-05-01,406,Oman,Korea,Lake Vincentburgh,"6570 Shawn Station, South Christopher, MD 91165","Development worker, community",55351.78,Verified,Medium,False,0,2025-05-01 17:09:32.645212,2026-06-09 17:09:32.645212
CUST_b0276df73f1f42fb929fd25af2041af9,Michael Walters,millspatrick@example.net,6860259222206,GB57JJXY74212309407778,2000-05-22,Other,Business,2022-06-28,1444,Albania,New Caledonia,Youngshire,"7199 John Plaza Suite 983, East Eddiestad, AZ 19555",Amenity horticulturist,201678.88,Failed,Low,False,0,2022-06-28 17:09:32.645212,2026-06-08 17:09:32.645212
CUST_fa6df907e5fd4e619313359b59904e76,Elizabeth Knapp,rodriguezvictoria@example.org,9998279501455,GB16MCYN81472145868339,1949-05-27,Other,Checking,2026-05-11,31,Botswana,Montserrat,South Jenniferport,"8995 Christina Parks Suite 729, Lake Kelly, ID 00708",Commissioning editor,240107.18,Failed,Low,False,0,2026-05-11 17:09:32.646210,2026-05-16 17:09:32.646210
CUST_bc472acf2e3b431b8a027ed92825800c,Robert Mclaughlin,laurenduarte@example.com,5583034414488,GB88KYAD55699023557702,1978-03-17,Prefer not to say,Business,2021-08-23,1753,Cape Verde,Niue,Mcclainside,"PSC 7608, Box 4958, APO AP 02954","Engineer, manufacturing",41147.48,Verified,Low,False,0,2021-08-23 17:09:32.646210,2026-05-20 17:09:32.646210
CUST_fcd15c8e70ad44bc945fa559ccb7b661,Rebecca Barron,carl24@example.org,6829962914504,GB93NCPH57438421503178,1947-02-20,Other,Premium,2026-05-08,34,South Georgia and the South Sandwich Islands,Liberia,East Matthew,"2182 Jenny Mount Suite 810, Sarahland, MA 61695",Armed forces training and education officer,70242.42,Failed,Medium,False,0,2026-05-08 17:09:32.647179,2026-05-26 17:09:32.647179
CUST_6648a45894274c99ad42fafdd7b259d7,Mary Edwards,danielle35@example.org,4485714224109,GB23RQDG85854249321495,1982-03-25,Male,Savings,2022-04-26,1507,Kenya,Australia,North Thomas,"0166 Janet Ramp, Jensenport, MA 26472","Social research officer, government",173855.85,Pending,Low,False,0,2022-04-26 17:09:32.648176,2026-05-13 17:09:32.648176
CUST_70d4841ba31c4deaadbf55224e5e928a,Nicole Owens,christopherlang@example.net,1747733294562,GB07WVKZ57701715772459,1984-07-19,Female,Savings,2022-02-09,1583,Brunei Darussalam,Malawi,South Lisaville,"8769 Allen Gardens, South Patrick, MA 27795","Therapist, art",176986.81,Verified,Low,False,0,2022-02-09 17:09:32.648176,2026-05-12 17:09:32.648176
CUST_f0bcd79c221947acaf81e6adb76dcca6,Jessica Cobb,gilbertcaldwell@example.net,1997581724619,GB61DVTY65701329022784,1971-12-25,Male,Business,2025-02-08,488,Nicaragua,Morocco,Gonzalezmouth,"5190 Abbott Walk Suite 058, North Jacquelinestad, DE 37490",Airline pilot,79015.83,Verified,Low,False,0,2025-02-08 17:09:32.649756,2026-05-12 17:09:32.649756
CUST_848a8f30c40e433fae52c0e9c9396da4,Kevin Garrett,bsullivan@example.net,2723865624220,GB60CUAE76212679692786,1983-01-04,Other,Business,2023-06-10,1097,Svalbard & Jan Mayen Islands,Korea,Kellyburgh,"738 Jenkins Plains, Arthurton, OK 63843","Merchandiser, retail",131965.08,Verified,Medium,False,0,2023-06-10 17:09:32.649756,2026-06-04 17:09:32.649756
CUST_2b09895dff174927a53646e78d7bf722,Tonya Miller,steven18@example.net,3718949058077,GB84QPSX56544209494079,1956-12-12,Male,Savings,2022-05-27,1476,Montserrat,Austria,Lisatown,"81442 Hill Glens, Lake Danielburgh, PW 78065",Dentist,58500.81,Failed,Medium,False,0,2022-05-27 17:09:32.650800,2026-06-10 17:09:32.650800
CUST_46c09be614e04d16906658b14bea8fe3,Christopher Patton,toddlloyd@example.org,1292766372395,GB33BUIY10276747836674,1955-04-27,Female,Checking,2025-03-28,440,Marshall Islands,Trinidad and Tobago,Smithmouth,"018 Blanchard Meadows Suite 544, West Destinyfurt, NH 89012",Financial controller,218938.7,Pending,Low,False,0,2025-03-28 17:09:32.651762,2026-06-04 17:09:32.651762
CUST_4a5f9224b8294dd7b6aea6b8875d5c21,Megan Kaiser,amy01@example.org,1817534430091,GB12BTVG91119269212447,1990-05-22,Prefer not to say,Savings,2023-02-05,1222,Vietnam,Belarus,Livingstonview,"2140 Price Circle Suite 427, South Tiffanyborough, RI 51964","Editor, magazine features",191784.89,Verified,Low,False,0,2023-02-05 17:09:32.651762,2026-05-27 17:09:32.651762
CUST_8fd3a53efb764bc0b5c813670acd7ca9,Joshua Reynolds,gainesjennifer@example.org,1194707200642,GB45WKMS08776618306719,1981-11-14,Male,Savings,2025-08-16,299,Vietnam,Guinea-Bissau,Evelynfurt,"8517 Holland Fall, South Donnaport, UT 51632",Clinical biochemist,36847.05,Verified,Low,False,0,2025-08-16 17:09:32.652766,2026-05-24 17:09:32.652766
CUST_f19d121bf0b04bec9ff33ed73f5348e0,Dr. Jeffrey Lopez,leejennifer@example.net,7618478700505,GB26ZXBM13878293102707,2007-03-06,Female,Premium,2024-06-30,711,Uruguay,Niger,East Jacquelineberg,"1792 Lisa Coves, South Brookebury, CA 27061",Physiological scientist,113755.54,Pending,Medium,False,0,2024-06-30 17:09:32.652766,2026-05-29 17:09:32.652766
CUST_a7c9f90f84334c179a1adedbad0c5563,Vickie Gregory,david98@example.org,3092511426258,GB88FOHS02196207100219,2005-10-18,Male,Business,2024-04-23,779,Finland,Israel,Schwartzborough,"763 Cheryl Camp Apt. 791, Michaeltown, OH 31386","Engineer, agricultural",174858.71,Failed,Low,False,0,2024-04-23 17:09:32.653810,2026-05-21 17:09:32.653810
CUST_5a699f676f654ee6bc84f452e40d82cb,Dr. Lisa Huffman,stevensims@example.org,0312772200543,GB31NIKT70108220781137,1985-10-10,Male,Savings,2022-06-10,1462,Mozambique,Greece,Gonzalezmouth,"3136 Nicholas Forges, South Brendaton, FM 57630",Dance movement psychotherapist,181202.87,Verified,Low,False,0,2022-06-10 17:09:32.653810,2026-05-12 17:09:32.653810
CUST_3459d2eb7910423988f68bc2a7f67862,Jordan Hughes,stephenlee@example.com,3520904217762,GB12YKHJ92929831687397,2002-05-26,Other,Premium,2023-04-12,1156,Kyrgyz Republic,Fiji,Lake Ronniebury,"392 Robert Cape Apt. 780, Schmidtfort, AS 91812",Chief Technology Officer,159510.14,Verified,Low,False,0,2023-04-12 17:09:32.655321,2026-05-29 17:09:32.655321
CUST_9ddc8d9b73a6470b8bf31a9065d4a4d4,Bradley Mullins DDS,idodson@example.com,3107427990772,GB12WMFZ57016580464989,1999-07-04,Male,Business,2025-04-15,422,Cote d'Ivoire,Solomon Islands,New Nicoleton,"16579 Michael Extensions Apt. 832, Johnville, SD 63218",Telecommunications researcher,55954.4,Verified,Low,False,0,2025-04-15 17:09:32.655902,2026-05-18 17:09:32.655902
CUST_b26d7ac70aa24d4fa73774b5cf6dbc6f,Paige Flores,wesley64@example.org,5577881788479,GB95LZVW13711624112412,1979-03-21,Other,Checking,2023-03-23,1176,Canada,Tunisia,New Stephanie,"827 Fisher Street Apt. 431, Port Lauriehaven, SD 44525",Paramedic,88553.0,Verified,Low,False,0,2023-03-23 17:09:32.655902,2026-05-24 17:09:32.655902
CUST_43c50241b37348d595d8390352455090,Rachel Tucker,kellis@example.org,2437540254729,GB86FWRJ22223105927452,1959-05-28,Female,Savings,2024-05-10,762,Monaco,Russian Federation,Lake Loganstad,"284 Samantha Lodge Suite 275, North Tara, ND 67008",Learning disability nurse,29607.82,Failed,Medium,False,0,2024-05-10 17:09:32.656946,2026-05-29 17:09:32.656946
CUST_1cc25af84703464aa01b63f7dff3de62,Dylan Raymond,laurenchandler@example.com,1702814069375,GB84CKBT39834301871863,1978-10-26,Male,Premium,2023-12-15,909,Ghana,Netherlands,Lake Michaelberg,"6504 Bell Mission Apt. 376, Robertschester, VA 54790",Corporate treasurer,68312.16,Verified,Low,False,0,2023-12-15 17:09:32.657910,2026-05-28 17:09:32.657910
CUST_c0945ad460dc4b3aa743cf2e918a68fd,Eric Mcneil,carl96@example.org,6462879232648,GB24PBJS47873002447146,1957-08-25,Female,Checking,2022-03-04,1560,Liechtenstein,United States of America,North David,"597 Oneill Road, Mccannville, MN 67678",Teaching laboratory technician,62318.33,Failed,Low,False,0,2022-03-04 17:09:32.657910,2026-06-04 17:09:32.657910
CUST_9ae98344fa40496e883ae073f8e96ba5,Carla Brown,steven25@example.org,4565044818321,GB77TYFR55445189520284,1970-10-29,Male,Business,2021-08-03,1773,Slovakia (Slovak Republic),Libyan Arab Jamahiriya,Petersonburgh,"338 Robert Club, Port Davidtown, NJ 46141",Insurance underwriter,168275.14,Verified,Low,False,0,2021-08-03 17:09:32.658945,2026-05-20 17:09:32.658945
CUST_f6aca45ad22d49119892e50faea0a6b0,Jeremy Huerta,gerald40@example.net,3223423216110,GB48YPYN03108907140140,1996-10-15,Male,Checking,2024-07-10,701,Bhutan,Slovenia,New Jamieborough,"12495 Martin Parkway Apt. 891, Port Belindatown, NC 28943","Engineer, agricultural",186885.53,Pending,Low,False,0,2024-07-10 17:09:32.658945,2026-05-30 17:09:32.658945
CUST_2634ab8e8160402db11b23fa5c6ee279,Paul Smith,glasssamantha@example.net,5927125663836,GB94DYKD71827548015716,1964-09-28,Female,Savings,2023-11-02,952,Korea,Netherlands Antilles,Gloriamouth,"6317 White Spring Suite 167, North Douglasfurt, UT 77906","Civil engineer, consulting",85581.54,Verified,Low,False,0,2023-11-02 17:09:32.659908,2026-05-31 17:09:32.659908
CUST_eb17a99aa2cc4a5cbaaefc5542a0606d,William Morgan,bmartinez@example.net,4994657967842,GB29YODD47732010170269,1991-08-30,Other,Premium,2022-11-16,1303,Greece,Cape Verde,Christyville,"3477 Daniels Valleys Apt. 061, Colefurt, NV 60749",Animal technologist,179495.37,Verified,Medium,False,0,2022-11-16 17:09:32.660415,2026-05-23 17:09:32.660415
CUST_b5a6c2e38aa74788bf6ebd35b344896b,Matthew Chan,travistaylor@example.net,7197889778280,GB92MIPS69545009025590,1997-07-07,Other,Business,2021-09-20,1725,Uganda,Niue,Oscarchester,"5033 Deborah Ramp Apt. 141, Geoffreyside, MD 05400",Psychiatrist,58787.09,Verified,Low,False,0,2021-09-20 17:09:32.661425,2026-05-16 17:09:32.661425
CUST_b982bc152d644a0db14d609d7bc17793,Stephanie Adams,uchapman@example.com,5917135785294,GB24LNGP18344049639191,1985-09-19,Prefer not to say,Premium,2025-01-12,515,Guadeloupe,Faroe Islands,New Lauriefort,"48468 Gonzalez Locks Suite 987, North Courtney, NC 24951",Technical author,213225.31,Verified,Medium,False,0,2025-01-12 17:09:32.661425,2026-05-18 17:09:32.661425
CUST_fa9c28741e8f44e0946e876b75e407b2,Victor Harmon,oadams@example.net,9083572324665,GB14CUGN44249363123034,1977-01-10,Prefer not to say,Business,2025-09-07,277,Libyan Arab Jamahiriya,Monaco,Hendersonton,"04482 Tamara Oval Apt. 015, Michellechester, MH 48137",Chemical engineer,122432.33,Verified,Low,False,0,2025-09-07 17:09:32.662431,2026-05-24 17:09:32.662431
CUST_347e6012034d45a7b30f132ee0ef8246,Misty Taylor,duncanvincent@example.org,7139155963632,GB35DFGI76490785158673,1964-05-05,Male,Premium,2024-10-25,594,Turkmenistan,Slovenia,West Thomas,"90034 Parker Squares Suite 183, Pricefurt, PW 33994",Illustrator,217504.14,Verified,Medium,False,0,2024-10-25 17:09:32.663453,2026-06-04 17:09:32.663453
CUST_bf0c1ccb0dd74994bb3369ce16968425,Nicole Evans,ruthwelch@example.net,0417765612481,GB58LNTX85700272063459,1951-01-14,Male,Savings,2022-03-17,1547,Bouvet Island (Bouvetoya),Cayman Islands,New Jennifer,"657 Russo Dale, Glennshire, GU 43437",Herbalist,225184.19,Failed,Medium,False,0,2022-03-17 17:09:32.663453,2026-06-10 17:09:32.663453
CUST_c1f50359e72347768d07bf76ec38bc77,Jacob Long,kduffy@example.org,0893173420696,GB67TIEC52910867713334,1965-01-14,Prefer not to say,Checking,2023-02-17,1210,San Marino,Lithuania,Andersonborough,"362 Sparks Burgs Suite 439, Solomonstad, OR 90189",Proofreader,228449.82,Failed,Low,False,0,2023-02-17 17:09:32.664470,2026-05-24 17:09:32.664470
CUST_7e3993487e0b4976bdade54e74334eda,Casey Morris,tmcdaniel@example.com,9411800537599,GB75WXZB04896465280924,1957-01-01,Prefer not to say,Checking,2022-03-03,1561,Macao,Lithuania,Natalieberg,"41502 Savage Village Suite 564, Chloeview, NC 41527",Press photographer,104138.28,Verified,Medium,False,0,2022-03-03 17:09:32.664470,2026-05-18 17:09:32.664470
CUST_cdc3ed14b07e4fe9bd9bcd443ee1f7b5,Zachary Gallagher,angelalivingston@example.net,0320320742761,GB91PBOL87771215134228,2001-06-02,Female,Business,2022-11-04,1315,Faroe Islands,Mongolia,New Whitney,"1371 Johnson Springs, South Nathanielville, MP 42907","Designer, exhibition/display",135258.33,Verified,Low,False,0,2022-11-04 17:09:32.665468,2026-05-30 17:09:32.665468
CUST_e9df5403ab29489fa75544bc83ed144c,Ronald Keller,rfuller@example.net,5097592304501,GB69RTMC64236103266421,1965-10-04,Female,Checking,2021-09-07,1738,Liechtenstein,Spain,Fitzgeraldport,"PSC 9251, Box 5837, APO AA 51368",Publishing copy,194157.4,Verified,Low,False,0,2021-09-07 17:09:32.666471,2026-06-05 17:09:32.666471
