entity_id,entity_name,entity_type,country,sanction_source,sanction_category,reason_for_sanction,risk_level,pep_flag,fraudster_flag,blacklist_flag,regulatory_reference,effective_date,expiry_date,status,created_at,updated_at
SANC_26f930ac8631409693b226fc8020c44e,Wright Inc,Individual,Antarctica (the territory South of 60 deg S),EU,Terrorism Financing,Again network open according remain arrive.,High,True,True,True,REG-2021-132,2024-05-26,2025-08-06,Active,2025-06-13 17:09:32.542266,2026-05-11 17:09:32.542266
SANC_511274d011054a64b0100d2e9431ca55,Shannon Jones,Organization,Czech Republic,EU,Regime Sanctions,Everything magazine much rich think.,High,False,False,True,REG-2022-196,2023-08-02,,Active,2025-07-26 17:09:32.542796,2026-04-26 17:09:32.542796
SANC_1a9bddab2d054eb993e093e9e15d0eb9,Richard Aguirre,Organization,Syria,OFAC,Terrorism Financing,Behind probably great in tell.,High,False,False,True,REG-2021-354,2024-08-31,,Active,2025-06-02 17:09:32.542796,2026-04-14 17:09:32.542796
SANC_1ac774c98cdb486ba3b2bd6345b92bf3,Victoria Garcia,Individual,Saint Pierre and Miquelon,UKHM,Narcotics,Rock song body court movie cell.,High,False,True,True,REG-2021-767,2023-07-23,2024-08-06,Active,2026-01-15 17:09:32.542796,2026-03-06 17:09:32.542796
SANC_1c241bc269734f5e92efa2cfbd83210c,Ford-Baxter,Individual,Mayotte,UKHM,Regime Sanctions,Kitchen technology nearly anything.,High,False,True,True,REG-2022-488,2023-10-31,,Active,2025-08-16 17:09:32.543329,2026-05-08 17:09:32.543329
SANC_4dfe49007a2644d8b24eb3f68e8d0f45,Novak and Sons,Organization,Bosnia and Herzegovina,UKHM,Regime Sanctions,Image loss ten total.,High,True,False,True,REG-2022-159,2024-08-03,2027-02-09,Active,2026-01-31 17:09:32.543329,2026-03-07 17:09:32.543329
SANC_7bd765de163849a6bec7af01081ce95d,William Baker,Individual,Antarctica (the territory South of 60 deg S),UKHM,Narcotics,Expect recent room situation product main couple.,High,True,True,True,REG-2021-709,2023-10-16,,Active,2025-11-03 17:09:32.543329,2026-04-20 17:09:32.543329
SANC_4195be27ee4a429a9051bead968524c5,Lauren Daniels,Vessel,Burundi,OFAC,Terrorism Financing,Arm once me system church whether.,Critical,False,False,True,REG-2022-785,2023-11-27,2025-07-28,Active,2025-10-19 17:09:32.543329,2026-04-21 17:09:32.543329
SANC_7db231845c5a4103999dddc4b193c0ee,Andrea Jones,Vessel,Bosnia and Herzegovina,UKHM,Cyber Crime,Identify walk now often always.,High,True,False,True,REG-2025-676,2023-08-12,2024-10-25,Active,2025-06-01 17:09:32.543864,2026-05-14 17:09:32.543864
SANC_42a661a344434ad7928b2f5310fd8bcd,Sandoval-Cunningham,Individual,Saint Vincent and the Grenadines,OFAC,Narcotics,Various daughter respond draw how public.,Critical,False,True,True,REG-2024-953,2023-08-13,2025-06-17,Active,2025-04-24 17:09:32.543864,2026-03-19 17:09:32.543864
SANC_6e8294f341f841358cc1bcd6e62da589,Stewart-Walton,Vessel,Antigua and Barbuda,UN,Terrorism Financing,Act perform none beyond.,High,False,True,True,REG-2021-860,2024-01-30,2025-11-03,Active,2025-10-10 17:09:32.544395,2026-03-25 17:09:32.544395
SANC_dcd5f2bb78b3463a9b1367008a6a67fc,Derek Mahoney,Organization,Czech Republic,UN,Regime Sanctions,These hard citizen street.,Critical,True,True,True,REG-2024-949,2024-08-01,,Active,2026-03-02 17:09:32.544395,2026-04-29 17:09:32.544395
SANC_955cfbfddad8489f9c2727e801fb1d9b,Carr-Archer,Vessel,Saint Pierre and Miquelon,EU,Regime Sanctions,Account stage federal professional voice care break.,Critical,True,True,True,REG-2021-807,2024-12-08,2027-06-19,Active,2026-02-13 17:09:32.544395,2026-04-24 17:09:32.544395
SANC_4344ab17c1be4bcf9f1749c230174e8e,"Tran, Nelson and Jacobs",Individual,Mayotte,EU,Terrorism Financing,Data plant enough major town suffer.,Critical,False,True,True,REG-2023-315,2023-09-02,2026-07-15,Active,2026-01-10 17:09:32.544924,2026-04-26 17:09:32.544924
SANC_4ce4eef551934bf0b05fcbae8876c319,"Henderson, Hill and Smith",Organization,Bermuda,EU,Narcotics,Pm energy scientist necessary.,High,True,False,True,REG-2021-283,2023-08-21,2025-07-26,Active,2025-01-27 17:09:32.544924,2026-04-19 17:09:32.544924
SANC_c55c83ebc3454abe9eeb340dec7f8ee0,"Smith, Jones and Ware",Vessel,Burundi,UN,Narcotics,Nation strong old challenge.,High,False,True,True,REG-2024-327,2024-05-08,,Active,2025-07-11 17:09:32.545451,2026-04-27 17:09:32.545451
SANC_47385d5275624069b2c4ea22919347aa,Jacob Fitzpatrick,Individual,Burundi,OFAC,Narcotics,Together decide economic.,Critical,False,False,True,REG-2021-891,2023-09-17,,Active,2025-04-09 17:09:32.545451,2026-04-06 17:09:32.545451
SANC_fc2c73d4c7ff4871a5e4aa820e28145c,Justin Baxter,Vessel,Philippines,OFAC,Terrorism Financing,See understand door class son computer include conference.,Critical,True,False,True,REG-2021-211,2023-08-29,2025-08-16,Active,2025-02-23 17:09:32.545451,2026-05-01 17:09:32.545451
SANC_c6135ae3ad294a1790ddb4aba8a42887,Timothy Pham,Vessel,Saint Vincent and the Grenadines,UKHM,Narcotics,Environment skin blue the teach.,Critical,True,False,True,REG-2021-632,2025-05-29,2027-12-01,Active,2025-03-17 17:09:32.545980,2026-03-10 17:09:32.545980
SANC_096777ae67f44b128a351c9ac9abcd46,Velasquez Group,Vessel,North Korea,EU,Cyber Crime,Figure somebody dinner age cover foreign.,Critical,True,False,True,REG-2025-421,2023-11-30,2025-04-05,Active,2025-02-28 17:09:32.545980,2026-05-03 17:09:32.545980
SANC_b4a695169f3c456b8e4c11f1927d99ce,Rasmussen LLC,Vessel,Mayotte,UN,Regime Sanctions,Political hundred wonder movie voice boy.,Critical,True,True,True,REG-2024-780,2025-04-12,2028-03-05,Active,2025-02-13 17:09:32.546592,2026-05-19 17:09:32.546592
SANC_64c49da9417948c590a615783f3b4732,Carpenter LLC,Organization,Uganda,OFAC,Cyber Crime,Board its rock.,Critical,True,False,True,REG-2025-721,2023-12-30,2026-04-19,Active,2025-07-20 17:09:32.546592,2026-04-15 17:09:32.546592
SANC_a5f2f60c4b3441d493ab1f2f9cac1dde,Obrien-Dixon,Vessel,Nauru,EU,Terrorism Financing,Tonight couple and job mind southern.,Critical,False,True,True,REG-2022-788,2024-02-09,2025-08-30,Active,2025-12-18 17:09:32.547119,2026-06-07 17:09:32.547119
SANC_f7e5d97f76d14b63897cb803e4a7f445,Natalie Lambert,Organization,Bermuda,OFAC,Regime Sanctions,Issue we TV perhaps professional by.,Critical,True,False,True,REG-2024-509,2024-11-25,,Active,2025-04-02 17:09:32.547119,2026-03-14 17:09:32.547119
SANC_ee47727df24342ae9a8d17a38ee8e260,Eric Ortiz,Individual,Mayotte,EU,Narcotics,Recent never court professor here security.,Critical,True,True,True,REG-2021-567,2025-05-10,,Active,2025-07-09 17:09:32.547119,2026-03-17 17:09:32.547119
SANC_3700ecddf9624c42be3ee1034e9d05e4,"Carroll, Sullivan and Bass",Vessel,Bermuda,UN,Regime Sanctions,Expert involve oil pressure let.,Critical,False,True,True,REG-2024-560,2023-10-24,,Active,2025-10-28 17:09:32.547119,2026-03-21 17:09:32.547119
SANC_cd0cbd0360f547a29a34a08f21e3f76f,Kayla Leon,Vessel,Nauru,EU,Cyber Crime,Probably exist professional people.,Critical,True,False,True,REG-2022-378,2024-05-19,2026-11-23,Active,2026-01-21 17:09:32.547119,2026-05-24 17:09:32.547119
SANC_d65bee0e29044911bfb474140af978f8,Nicole Chambers,Organization,Russia,EU,Narcotics,Southern challenge animal worker particularly.,High,False,False,True,REG-2023-655,2023-08-22,2024-10-23,Active,2025-11-18 17:09:32.548129,2026-04-18 17:09:32.548129
SANC_a2ed6e727dfd42e79e0d255cd7cc4aca,Jason Soto,Vessel,Russia,OFAC,Regime Sanctions,Responsibility himself hundred challenge reach.,Critical,True,False,True,REG-2023-871,2025-01-27,2027-04-01,Active,2025-06-01 17:09:32.548129,2026-03-07 17:09:32.548129
SANC_fe78356b3f184ded8b625ae8b0116d53,Osborne and Sons,Vessel,Burundi,UKHM,Narcotics,Sound receive let newspaper.,Critical,False,False,True,REG-2021-498,2025-05-04,2028-03-29,Active,2025-08-08 17:09:32.548129,2026-03-10 17:09:32.548129
SANC_b92546226d974698bc2aeb9efe7f1420,Joyce Solis,Organization,Falkland Islands (Malvinas),OFAC,Regime Sanctions,Write other wear through partner rest measure.,High,True,False,True,REG-2022-987,2025-05-23,2026-07-13,Active,2025-10-21 17:09:32.548129,2026-04-23 17:09:32.548129
SANC_5fac13497f004036b2b272cacb8c27b8,Jill Moore,Organization,Philippines,UN,Regime Sanctions,Late seem style everyone sing machine dream.,Critical,False,False,True,REG-2021-581,2025-03-17,,Active,2025-05-31 17:09:32.548129,2026-06-04 17:09:32.548129
SANC_e2fc82c41b3243af8496bfad821fce3c,Reeves and Sons,Organization,Burundi,OFAC,Terrorism Financing,From throw ball character him.,High,True,True,True,REG-2021-736,2024-05-17,,Active,2025-12-29 17:09:32.548129,2026-04-11 17:09:32.548129
SANC_8039ee954f9b40119370f6fad93964fc,"Lewis, Perry and Rivera",Vessel,Czech Republic,UKHM,Cyber Crime,Indeed deal information toward once receive task.,Critical,True,True,True,REG-2022-418,2023-10-07,,Active,2026-02-18 17:09:32.549130,2026-05-02 17:09:32.549130
SANC_a6174f8213be41308aa7b3bde82f0e61,"James, Smith and Bell",Organization,Uganda,EU,Terrorism Financing,Table well industry section national owner.,High,True,False,True,REG-2025-924,2025-01-25,,Active,2025-05-18 17:09:32.549130,2026-06-05 17:09:32.549130
SANC_f73bad05e3004316863ab16f9404d34f,Don Tucker MD,Organization,North Korea,UN,Terrorism Financing,Right subject try wonder move trade.,Critical,True,False,True,REG-2024-208,2023-11-29,2025-12-03,Active,2025-04-12 17:09:32.549130,2026-04-13 17:09:32.549130
SANC_57974d0eb58044dda241aaf9683e5868,"Alvarado, Miller and Patterson",Organization,Ecuador,UN,Regime Sanctions,Consider employee force lawyer front they everything.,Critical,False,False,True,REG-2023-972,2024-09-12,,Active,2026-01-18 17:09:32.549130,2026-05-06 17:09:32.549130
SANC_ad2d53e0e42f4a978c256ddafcf133da,King-Miller,Individual,Benin,UKHM,Cyber Crime,See appear weight.,High,False,False,True,REG-2022-599,2025-03-18,,Active,2025-10-22 17:09:32.550128,2026-04-28 17:09:32.550128
SANC_9a2152f1691f4739a94e86fc69811bdc,Rachael Pearson,Vessel,Russia,UN,Terrorism Financing,Wear current after.,High,True,True,True,REG-2024-600,2023-12-02,2025-08-04,Active,2025-03-15 17:09:32.550128,2026-04-11 17:09:32.550128
SANC_a9fe6f45f90846ba82ad17d6263f8511,Martinez Ltd,Organization,Benin,OFAC,Terrorism Financing,Nor design record short.,Critical,True,False,True,REG-2022-413,2023-10-07,2025-10-18,Active,2025-07-04 17:09:32.550128,2026-04-01 17:09:32.550128
SANC_da7a9590cbae4a4a969deb67a6719302,"Lawson, Adkins and Wilson",Organization,Syria,UN,Cyber Crime,Who blue agent find.,Critical,False,False,True,REG-2023-336,2023-10-19,,Active,2025-11-25 17:09:32.550637,2026-05-01 17:09:32.550637
SANC_3604006c651349259ac1d334063eb8aa,Jaime David,Vessel,Russia,EU,Narcotics,Away real physical big significant.,High,False,False,True,REG-2025-878,2024-11-18,2026-09-03,Active,2026-01-11 17:09:32.550637,2026-05-17 17:09:32.550637
SANC_452dfa905fe14a7498df12928498129d,Renee Hogan,Organization,Ecuador,UN,Terrorism Financing,Site girl into have media game support.,High,False,True,True,REG-2021-666,2025-04-01,,Active,2025-12-29 17:09:32.550637,2026-03-21 17:09:32.550637
SANC_65e3864a985a44118f48b86850bdd4f9,Garcia-Yu,Organization,Saint Vincent and the Grenadines,OFAC,Cyber Crime,Religious itself safe whole establish space Mrs.,Critical,False,False,True,REG-2023-288,2025-03-10,2026-11-23,Active,2025-07-02 17:09:32.550637,2026-05-27 17:09:32.550637
SANC_233f5a57960d4e05a52950917901fdec,Graham-Simon,Organization,Nauru,OFAC,Terrorism Financing,Focus early various everything late.,High,True,False,True,REG-2021-354,2024-06-20,,Active,2025-02-05 17:09:32.550637,2026-04-18 17:09:32.550637
SANC_7595b362ba1c4e8bb3c19b0b7bbd8296,Hudson-Barnett,Vessel,Burundi,UKHM,Regime Sanctions,Agreement surface consider deep something future.,Critical,False,False,True,REG-2023-682,2025-01-13,2027-09-29,Active,2025-02-18 17:09:32.551644,2026-05-29 17:09:32.551644
SANC_cc67195771874b538a62f1e0fbfbf4c6,"Haynes, Hill and Smith",Individual,Iran,EU,Cyber Crime,Beat result major serve real.,High,True,True,True,REG-2022-665,2025-04-24,,Active,2026-03-02 17:09:32.551644,2026-04-19 17:09:32.551644
SANC_82482a64e3a546789430305b0d9b46d8,Joan Smith,Vessel,Nauru,UN,Terrorism Financing,Develop reality fill ok list.,High,False,False,True,REG-2024-172,2024-10-24,2026-07-21,Active,2025-04-17 17:09:32.551644,2026-03-27 17:09:32.551644
SANC_7552213a1197489294505232ee974840,Coleman-Reese,Individual,Mayotte,OFAC,Narcotics,Goal law fill discover return firm.,High,False,True,True,REG-2021-161,2024-07-27,,Active,2025-09-27 17:09:32.551644,2026-03-26 17:09:32.551644
SANC_98d3e3c5ec4f4a3582c095eb3428675c,"Tapia, Vaughn and Lee",Vessel,Bosnia and Herzegovina,UKHM,Terrorism Financing,Everybody operation set others wonder strategy fast.,Critical,False,False,True,REG-2023-612,2025-01-08,2027-04-01,Active,2026-01-21 17:09:32.552641,2026-03-26 17:09:32.552641
SANC_4733caff4d94467db7a1f36951fb2e30,Adrian Ferguson,Organization,Syria,UN,Cyber Crime,Animal approach factor want point.,High,True,True,True,REG-2025-701,2024-03-17,2027-02-03,Active,2025-10-17 17:09:32.552641,2026-03-29 17:09:32.552641
SANC_c42ac8f4cadd47c388758120582c2196,Shane Andrews MD,Individual,Nauru,UKHM,Cyber Crime,Future whole education technology box assume.,High,False,False,True,REG-2021-581,2025-01-15,2026-12-22,Active,2025-09-20 17:09:32.552641,2026-03-17 17:09:32.552641
SANC_0f6bc9dd1727455c98ba6f8c9bafb572,Mark Brown,Individual,Philippines,UKHM,Regime Sanctions,Specific we be easy.,Critical,False,True,True,REG-2024-190,2024-06-26,2026-05-23,Active,2026-01-03 17:09:32.552641,2026-03-04 17:09:32.552641
SANC_076781d7e5834eba81c749ed3740a053,Lisa Gibbs,Vessel,Northern Mariana Islands,UKHM,Regime Sanctions,Simply herself training father open.,High,True,False,True,REG-2025-874,2024-08-17,2026-11-12,Active,2025-02-07 17:09:32.552641,2026-06-04 17:09:32.552641
SANC_dc9918cd9e5c4cbaae0839296f1bfd2a,Marc Lynch,Vessel,Falkland Islands (Malvinas),UN,Regime Sanctions,Way debate decision produce.,Critical,True,True,True,REG-2025-918,2024-05-09,,Active,2025-12-12 17:09:32.553655,2026-05-02 17:09:32.553655
SANC_1e863f54927442209a9a29df04d2ff8a,Thompson Inc,Vessel,Mayotte,OFAC,Narcotics,Able late order fact.,High,False,True,True,REG-2022-610,2023-10-10,2025-08-03,Active,2025-06-16 17:09:32.553655,2026-03-12 17:09:32.553655
SANC_0c186d7d011a499aaf46b3eb5d16da65,Douglas Heath,Organization,Nauru,EU,Regime Sanctions,Reach under skin person.,High,False,True,True,REG-2025-620,2023-12-07,2025-04-24,Active,2026-01-27 17:09:32.553655,2026-05-06 17:09:32.553655
SANC_0c6a8e8901f74f9eb487fbde44f1f943,Coleman PLC,Organization,Philippines,UN,Terrorism Financing,Positive training step author coach.,Critical,False,False,True,REG-2022-557,2024-11-05,2026-10-24,Active,2025-09-14 17:09:32.553655,2026-04-01 17:09:32.553655
SANC_585350ac6aa64abb9abbfeb34cb2a393,"Curry, Carroll and Roberts",Organization,Benin,UN,Narcotics,Light fight I evening.,High,False,True,True,REG-2024-144,2024-02-04,2026-06-02,Active,2025-03-07 17:09:32.554646,2026-04-23 17:09:32.554646
SANC_015dd266614f4ec9950e9dd67484a0b4,Bobby Williams MD,Vessel,Iran,EU,Regime Sanctions,Page ago director purpose team onto.,High,True,False,True,REG-2021-995,2024-08-03,2025-11-13,Active,2025-06-07 17:09:32.554646,2026-04-13 17:09:32.554646
SANC_65257a06f1234cb79acd62bce637da85,Miss Debra Williams PhD,Individual,Mayotte,EU,Terrorism Financing,Million kind everything young job sport why.,Critical,False,False,True,REG-2025-809,2023-06-27,2024-09-16,Active,2025-09-16 17:09:32.554646,2026-03-16 17:09:32.554646
SANC_5357adb06a014c25b1b7d70c338d81ee,Ortiz-Morris,Organization,Philippines,UKHM,Terrorism Financing,Tax form really explain.,High,True,False,True,REG-2022-864,2024-06-10,,Active,2026-01-12 17:09:32.554646,2026-03-05 17:09:32.554646
SANC_9715a54cbfe44151a6091b9c91932cfe,"Johnson, Miller and King",Individual,Benin,EU,Cyber Crime,Wife identify method write.,High,True,False,True,REG-2021-400,2024-04-17,2026-07-02,Active,2025-12-19 17:09:32.555639,2026-05-10 17:09:32.555639
SANC_46de56ba2c1547b2864084a0b2ebd96b,"Murray, Brown and Stone",Vessel,North Korea,EU,Narcotics,Series personal service data near until just recognize.,High,True,False,True,REG-2025-799,2024-11-02,,Active,2025-05-09 17:09:32.555639,2026-05-23 17:09:32.555639
SANC_1653daffc0294da893123d203ed92b5d,Mark Lloyd,Vessel,Saint Pierre and Miquelon,UKHM,Cyber Crime,Financial add impact different.,High,False,False,True,REG-2025-261,2023-09-13,,Active,2025-09-08 17:09:32.555639,2026-03-27 17:09:32.555639
SANC_770c11b567b94e7c8907fcd8d9410689,Julia Wilson,Organization,Russia,UN,Regime Sanctions,Marriage respond meeting event.,Critical,True,False,True,REG-2024-209,2025-03-25,,Active,2025-05-15 17:09:32.556151,2026-04-26 17:09:32.556151
SANC_168c43df303b4c0aaab9e425678fc463,Baird-Sanchez,Vessel,Bosnia and Herzegovina,OFAC,Regime Sanctions,Certain course out second carry attorney significant.,Critical,True,True,True,REG-2025-863,2025-03-20,2027-01-07,Active,2025-01-30 17:09:32.556151,2026-05-12 17:09:32.556151
SANC_b95b699fe9e245bbbfae4a806d93aeb8,Morgan-French,Organization,Burundi,EU,Cyber Crime,Star executive fear only your.,High,True,True,True,REG-2023-907,2025-04-04,2027-11-18,Active,2025-08-29 17:09:32.556151,2026-03-09 17:09:32.556151
SANC_f717344ef4f048a4a591c934e4d4e9c1,Jill Washington,Organization,Philippines,UKHM,Narcotics,Necessary myself lay focus country recently.,High,True,False,True,REG-2025-613,2024-06-25,2025-12-10,Active,2025-10-23 17:09:32.556151,2026-04-10 17:09:32.556151
SANC_e421e04468f84da492768e6fd3985133,Hall-Rowe,Organization,Syria,UN,Terrorism Financing,Fish list tree.,Critical,True,True,True,REG-2022-980,2024-08-28,2027-07-19,Active,2025-08-12 17:09:32.556151,2026-03-31 17:09:32.556151
SANC_8cc5b773983543b582165e1bf2c70883,Matthew Hoover,Organization,Northern Mariana Islands,UN,Terrorism Financing,Manager already maybe opportunity.,Critical,False,False,True,REG-2025-490,2024-04-02,2026-04-17,Active,2026-01-07 17:09:32.557153,2026-03-16 17:09:32.557153
SANC_70c9fa7a7ed0418e902906662b500304,Ryan Garcia,Individual,Bermuda,UN,Narcotics,Address century that wide avoid sit enter.,High,False,False,True,REG-2024-219,2025-04-16,,Active,2026-02-12 17:09:32.557153,2026-05-03 17:09:32.557153
SANC_713557ac82e74d56ad540a368369e3d6,"Sanders, Miller and Murphy",Individual,Saint Vincent and the Grenadines,EU,Narcotics,Here first responsibility service their along attention.,Critical,False,False,True,REG-2025-529,2024-10-07,2026-03-14,Active,2025-08-03 17:09:32.557153,2026-03-19 17:09:32.557153
SANC_5ac94f1f01294ae4bc97705f203b6ac2,Donna Perez,Organization,Bermuda,UKHM,Cyber Crime,Its better plant their.,High,False,True,True,REG-2024-555,2024-10-13,2026-10-19,Active,2026-01-12 17:09:32.557153,2026-03-15 17:09:32.557153
SANC_2dd70e8dbfbe4651a1a9a48f9e6eb41d,Elijah Johnson,Vessel,Saint Vincent and the Grenadines,OFAC,Regime Sanctions,Someone fall hear certainly most not.,Critical,True,True,True,REG-2024-193,2024-05-20,2027-03-08,Active,2025-04-10 17:09:32.557153,2026-03-26 17:09:32.557153
SANC_b3b24b890c774d3781f70e05fc75c872,Jackson Inc,Individual,Philippines,EU,Narcotics,That people drive tree central leave effect effort.,High,True,True,True,REG-2025-321,2025-02-15,2026-10-11,Active,2025-09-16 17:09:32.557153,2026-05-23 17:09:32.557153
SANC_b659c0d078914d0f8aed09d03dabb0cc,Santana-Byrd,Vessel,Northern Mariana Islands,UN,Narcotics,Available war write federal.,High,False,True,True,REG-2021-776,2023-06-18,2024-10-29,Active,2026-02-24 17:09:32.558153,2026-04-26 17:09:32.558153
SANC_74a6cdbfcb04421d8eee376eb9aa6093,"Wright, Bruce and Gonzalez",Individual,Antarctica (the territory South of 60 deg S),UN,Terrorism Financing,Table blood high grow fast recognize.,High,False,True,True,REG-2022-859,2024-05-05,2025-08-29,Active,2025-02-15 17:09:32.558153,2026-06-02 17:09:32.558153
SANC_2f5fdaac6cdd46d0861e75dab201360f,Mary Hill,Organization,Jamaica,OFAC,Regime Sanctions,Ten sing wind treat seat strategy total.,High,True,False,True,REG-2024-758,2023-06-28,2024-08-28,Active,2025-07-01 17:09:32.558153,2026-04-20 17:09:32.558153
SANC_d0bc9dc50dfd444c9cba01a25565cc98,Lisa Gomez,Individual,Nauru,UKHM,Terrorism Financing,Per question return process stuff.,High,False,True,True,REG-2021-229,2025-02-02,,Active,2025-04-13 17:09:32.558153,2026-03-28 17:09:32.558153
SANC_ff00e0f0fb844264a93a4e3148c17c56,Berger Ltd,Organization,Uganda,UN,Regime Sanctions,Final kid often.,Critical,True,True,True,REG-2025-838,2024-10-10,2026-12-24,Active,2025-07-15 17:09:32.558153,2026-05-12 17:09:32.558153
SANC_4f1582dce56d4c86af72b2338382db85,Theodore Murphy,Organization,Uganda,UKHM,Terrorism Financing,Compare car much will most tree.,Critical,False,False,True,REG-2023-483,2024-12-30,2027-12-03,Active,2025-07-04 17:09:32.559162,2026-06-02 17:09:32.559162
SANC_db072ec30ef84e56b0f356ded4790e54,Thomas Raymond,Individual,Anguilla,UKHM,Terrorism Financing,Second full boy while cell.,Critical,True,True,True,REG-2025-675,2025-03-17,2028-02-01,Active,2025-12-31 17:09:32.559162,2026-04-19 17:09:32.559162
SANC_60c5dc695c4c40caaa5a14a7566ed2bf,Misty Whitney,Vessel,Mayotte,OFAC,Cyber Crime,Hand so add Mr lawyer pull public.,Critical,False,True,True,REG-2025-619,2023-12-03,,Active,2025-04-01 17:09:32.559162,2026-04-10 17:09:32.559162
SANC_99e30e55d1804828bfae273fe8fd27e6,Mark Watson,Individual,Saint Vincent and the Grenadines,UN,Terrorism Financing,Likely people wall foreign particular.,Critical,True,False,True,REG-2025-885,2024-09-07,2027-05-28,Active,2025-03-23 17:09:32.559162,2026-03-20 17:09:32.559162
SANC_4c470f1f25b14c139a51e1e11b5c405f,Reid Group,Vessel,North Korea,UN,Terrorism Financing,Power bring animal also you.,High,False,False,True,REG-2023-459,2024-10-26,,Active,2025-12-20 17:09:32.559162,2026-03-30 17:09:32.559162
SANC_260b0ccc256b4932b0fb894f039249ff,Young PLC,Individual,Falkland Islands (Malvinas),OFAC,Terrorism Financing,Home he we recent.,High,False,False,True,REG-2024-449,2023-09-09,,Active,2025-09-25 17:09:32.560159,2026-03-10 17:09:32.560159
SANC_d9a7343678eb4566a045dda3f22d8331,Patrick Moore,Vessel,Bermuda,OFAC,Terrorism Financing,Pressure street past voice evidence real.,High,True,True,True,REG-2021-378,2024-08-03,2026-10-11,Active,2025-06-28 17:09:32.560159,2026-03-25 17:09:32.560159
