beneficiary_id,receiver_account,receiver_name,bank_name,country,risk_rating,fraud_link_count,sanction_match_flag,created_at
BENE_5b020cbd64544d2496d02bb37725bfa1,GB85GDEO43981004040973,Stephanie Gates,Williams Inc Bank,Kuwait,Medium,0,False,2025-12-19 17:09:34.312840
BENE_7964d1d1f3ad476c9f3c01dbca8d141d,GB04MYYS01303933534120,Joseph Potter,"Reeves, King and Lindsey Bank",Eritrea,Low,0,False,2024-12-11 17:09:34.312840
BENE_c040b0a79676466ea2fdf16f05c13d8d,GB20QIFV86420095296920,Timothy Ware,Carpenter-Fuentes Bank,Bulgaria,Medium,0,False,2025-08-25 17:09:34.313841
BENE_b52a51ff8d414b5eb542bee907b61702,GB41DGXJ04854550257176,Julie Allen,"Rowland, Johnson and Ritter Bank",Moldova,Low,0,False,2024-10-14 17:09:34.313841
BENE_e5f3c44b507c43ca9a711752374e546f,GB67MWSN91591404928679,Charles Turner,Rush-Brown Bank,Guyana,Low,0,False,2025-03-15 17:09:34.313841
BENE_a43b94ba7d05440ab15983d3a84831d6,GB31CFCR31996432788128,Donald Taylor,Bennett Ltd Bank,Djibouti,High,0,False,2025-02-14 17:09:34.314840
BENE_ba4a0346308f45f0a3e17c1e559b1ca7,GB90JLZT20881846744985,Sara Brown,"Patel, Martinez and Mendoza Bank",Guyana,Medium,0,False,2024-11-19 17:09:34.314840
BENE_57785fbca4064d768f939a04dd6129fc,GB92NQBM66632066595690,Jennifer Williams,Diaz-Martin Bank,Netherlands Antilles,Low,0,False,2025-11-28 17:09:34.314840
BENE_4c6843b8751d4f38abc2c1b2d6f25fd8,GB94HKLS98066969361001,Courtney Lewis,Jones-Rogers Bank,Sierra Leone,Low,0,False,2025-08-18 17:09:34.314840
BENE_cb3949af57fe4e949b09b8dff139c013,GB42QZPK75483044396415,Michael Smith,Reese LLC Bank,Bulgaria,Low,0,False,2024-07-30 17:09:34.315842
BENE_849a7b27d7ab4cbbb1974d0a4113d8a7,GB71SBTH44261744288276,Sean Oconnell,"Rios, Rosario and Miller Bank",Bosnia and Herzegovina,Medium,0,False,2025-12-28 17:09:34.315842
BENE_ee019f46cdce49a796ad6cc5862015ad,GB17UARX00600500269433,George Walsh,Lopez and Sons Bank,Pitcairn Islands,High,1,False,2025-01-18 17:09:34.315842
BENE_4f2fb3a13bb748ca9b55ecc975447474,GB35XMLB94094895479264,Gina Morgan,Davidson-Chambers Bank,Andorra,High,0,False,2025-01-23 17:09:34.315842
BENE_827266164a5d414da841f36aabf8c6ee,GB19MCUW92519175643162,Susan Williams,"Hill, Boyd and Clark Bank",Cyprus,Low,0,False,2023-10-16 17:09:34.316841
BENE_d1f9a6f3862c4005b032e16fc25db786,GB89AXRH63924649339934,Brittany Norman,"Ballard, Moore and Cook Bank",Cyprus,High,0,False,2026-02-27 17:09:34.316841
BENE_95dfad6097214233ae3d29cf5b1d7e17,GB32VADI07387809713174,Katie Zimmerman,Neal-Jones Bank,Switzerland,Low,0,False,2026-02-04 17:09:34.316841
BENE_cc3905753b2d46318f045f9e5c50e5be,GB38PCSJ61732698796649,Laura Jordan,Mcguire Ltd Bank,Angola,Low,0,False,2024-10-04 17:09:34.316841
BENE_08392b3e21a5422dab1d7b247a391b63,GB12HFUL69447028875800,Mark Wade,Adams Ltd Bank,El Salvador,Low,1,False,2023-11-18 17:09:34.316841
BENE_1ef29892bb734fd5a6899e2ce82a1915,GB57HRDS37965084801985,Theresa Martin,"Blake, Evans and Galvan Bank",China,Low,0,False,2024-01-23 17:09:34.318352
BENE_5af0c220b3364792954f530882785e6c,GB62SMEF85406782637352,Lisa Hall,Perez-Mitchell Bank,Guatemala,High,1,False,2026-02-08 17:09:34.318352
BENE_a2d5aec847d34ebfbc515d833716b715,GB32LLMU03020805680285,Donald Sims,Nelson Inc Bank,Cambodia,Low,1,False,2024-10-09 17:09:34.318352
BENE_2697ee13474a4eaa816e86987b8a146d,GB45FVQL04061880471786,Eric Mitchell,Howard and Sons Bank,Belarus,Low,0,False,2025-02-06 17:09:34.318352
BENE_c9ac829ad42a4bccb26dee573eebeb7a,GB77WUZI42540604378221,Isabella Nunez,Olsen-Davis Bank,Mayotte,Critical,6,True,2025-05-15 17:09:34.318352
BENE_e5e9aa01edec437a91950326bc2fa8ef,GB54LSAM75925667349090,Sydney Vargas,Ramirez Group Bank,Austria,Low,0,False,2024-08-05 17:09:34.318352
BENE_c0be74103fe24b45a5e3feb049f4449d,GB61SWMP67817674997679,Dylan Dyer Jr.,Reynolds-Wagner Bank,Panama,High,0,False,2024-07-30 17:09:34.319895
BENE_3ca619d83ab64bd8a5bb83477580453f,GB76OHNH33341892091448,Mia Long,"Morrison, Brooks and Fox Bank",Samoa,Low,0,False,2023-09-28 17:09:34.319895
BENE_7fd3dc5120ff4e56aec1218f8327afde,GB29EOKJ18730855846528,Mr. Philip Brown,Cox-Murphy Bank,Angola,Medium,0,False,2024-01-12 17:09:34.319895
BENE_06955d1f49e94100a93493953f319d38,GB05KCYU51720135308071,Bryan Sweeney,Garcia Inc Bank,Germany,Low,0,False,2026-01-11 17:09:34.319895
BENE_9c305bc0bd6848f89d27dccb6a781baa,GB05TUNF01202825015055,Diana Franklin,"Mendez, Cross and Aguilar Bank",Iraq,Low,0,False,2025-11-13 17:09:34.320901
BENE_f38d1f28e8ec46e68eb7576e5b44016d,GB14MOWY35127612863516,Sarah Strickland PhD,"Rodriguez, Hammond and Neal Bank",Albania,Medium,1,False,2025-11-11 17:09:34.320901
BENE_3d5548af51b743399fe491a05517879e,GB45WFSM28355555355396,Jason Mitchell,"Lester, Chavez and Martin Bank",Rwanda,Low,0,False,2025-07-25 17:09:34.320901
BENE_068052b507fa49758f40e7d664e62f1b,GB84RVCQ34700253946895,Ricky Price,"Hudson, Fisher and Potter Bank",Belgium,Low,0,False,2025-06-15 17:09:34.321905
BENE_408ef922aed34311a5f80eaab9bae7c9,GB88KGRO72242884070801,Lynn Hensley DVM,Scott-Cherry Bank,Turkey,Low,0,False,2025-12-31 17:09:34.321905
BENE_c626bda4edfe4981bad17e5f2cf9f828,GB23ELQT77404396847031,Anne Goodwin,Rose and Sons Bank,Kenya,Low,0,False,2025-01-12 17:09:34.321905
BENE_6e772addcf5f43f28a51b640eff416ff,GB04IXXL14309128692876,Lisa Dyer,"Goodwin, Wilson and Richardson Bank",Mexico,Medium,0,False,2024-03-30 17:09:34.322942
BENE_441233dd22ce4a8bb6cb8565bc671ed1,GB58UVKY04246178826960,Anthony Ward,Price Group Bank,Ukraine,Medium,0,False,2024-09-15 17:09:34.322942
BENE_b2c828c473354bfa8ba1c348167ba51f,GB95EGPI78432726701598,Jeffery Cross,"Velazquez, Martin and Sharp Bank",Kyrgyz Republic,Low,0,False,2024-09-22 17:09:34.322942
BENE_628a8bff96554a1db55371ce81716ee3,GB33RQGU59159630895787,Jason Cook,Eaton Ltd Bank,Saudi Arabia,High,0,False,2024-11-19 17:09:34.323942
BENE_ca69d946e10a4cc198bb9efa124051c4,GB04FAPB30054830305232,Matthew Johnson,Harris-Sanders Bank,Greece,Low,0,False,2026-01-19 17:09:34.323942
BENE_c9f4d6cf109943bd90da3570bc18a8fa,GB93ZMPD01951418481243,Sharon Hays,Anderson LLC Bank,Congo,Low,0,False,2025-01-15 17:09:34.323942
BENE_91f6ff127d7a4ae49ea45a7baaf585ee,GB44OWWZ93770666129879,Mary Richardson,"Hawkins, Griffith and Bradley Bank",Saint Lucia,Medium,1,False,2025-05-19 17:09:34.323942
BENE_dcfb1840da2c4e3ca2c95d1d9e6157cc,GB74SWUV99955796514946,Daniel Ward,"Johnson, Davis and Baker Bank",Guinea-Bissau,High,1,False,2024-08-18 17:09:34.324940
BENE_896b6ade4cf141c490b4dd904500bcb6,GB25TZDU93383183488486,Elizabeth Mcdonald,Hall-Lloyd Bank,Belarus,Low,0,False,2025-09-26 17:09:34.324940
BENE_70693f346e174a8484d327d372893c37,GB86RQCK03785857384543,Maria Hogan,Brown Group Bank,United States Virgin Islands,Low,1,False,2024-06-21 17:09:34.324940
BENE_2587aaddf3f1435c989d8bc1ae6a2165,GB39EEOI17620819205785,Jennifer Torres,Thomas-Galloway Bank,Seychelles,Low,1,False,2024-03-15 17:09:34.325904
BENE_f66b898cee924d7687c8b4d539d3e82f,GB06UHJT87632286520413,Christopher Johnson,"Beasley, Jimenez and Gallegos Bank",Sri Lanka,Low,0,False,2025-02-22 17:09:34.325904
BENE_13cab2e1e49f4931842e7e1b850043f8,GB64KUWD05094977254029,Faith Wright,"Ryan, Jackson and Allen Bank",Algeria,High,1,False,2023-12-06 17:09:34.325904
BENE_7a35c662c819425898d79628fc604501,GB89BJDJ59102748975243,Carolyn Joyce,Trevino-Shah Bank,Chile,High,0,False,2025-12-06 17:09:34.326901
BENE_2226b92250544a48ae2fc078210ebb34,GB35ANTN83130998786279,Jessica Patel,Huynh and Sons Bank,Turkey,High,1,False,2024-12-09 17:09:34.326901
BENE_21ac90a1ee124d769c13c151da17790d,GB11ZPFG73943421206255,Cheryl Beasley,Hunter Inc Bank,Spain,Low,0,False,2025-09-21 17:09:34.326901
BENE_4407c692bb2b44369e3da40b1b5df9c4,GB94CWBS05544914137983,Robert White,Parker-Bryant Bank,Kuwait,High,0,False,2024-02-26 17:09:34.326901
BENE_77343ea4e65b4b278876f6550c300258,GB15KHBG34996608756625,Erin Blair,Reynolds-Jones Bank,Somalia,Low,0,False,2024-08-31 17:09:34.327902
BENE_3c54ace1a5094068b1bb2851a84ba4ec,GB59HTBI59927893831602,Brian Arnold,"Proctor, Hubbard and Grimes Bank",Peru,Low,0,False,2025-03-03 17:09:34.327902
BENE_74a2c32e4fbe4afbb733db2e894a7f30,GB85CCNW79652432654346,Deborah Washington,Parker-Dalton Bank,Benin,Low,0,False,2024-12-26 17:09:34.328413
BENE_39592838681b448cb57b73a394246118,GB96FXFD22611238476999,Christopher Pope,Miller Ltd Bank,Timor-Leste,Low,0,False,2025-06-24 17:09:34.328413
BENE_8674578b8a5c4c88b4817f78fcb1dc5c,GB57KFWW34862977347492,Mr. David Baker,"Duke, Smith and Clark Bank",Tanzania,Low,0,False,2024-07-19 17:09:34.328413
BENE_a6808c3b7d534b6690f98937552b70c4,GB69RFBK32265776079648,James Warren,Mcknight-Gonzalez Bank,Dominican Republic,Low,0,False,2025-09-21 17:09:34.328413
BENE_9e76edc343a14762ba917e5536ccd895,GB07WHQT41994288702686,Elizabeth Martin,"Cross, Ward and Williams Bank",Bhutan,Low,0,False,2024-11-09 17:09:34.328413
BENE_96c5f32b726f448ba31e30838270bea2,GB66TMCJ04503872475488,Karen Miles,"Mccormick, Dominguez and Cruz Bank",Northern Mariana Islands,High,0,False,2024-08-08 17:09:34.329930
BENE_1d202d478a944e1f94e75f449aa424c2,GB34HEJB74361584564637,Brittany Steele,Barber and Sons Bank,Solomon Islands,Medium,0,False,2024-12-23 17:09:34.329930
BENE_ce317d43cb754058ab3c91a6c8eaa47c,GB45PBNY70703930662747,William Cannon,Meyer-Conner Bank,Malta,High,0,False,2026-02-27 17:09:34.329930
BENE_829e4a4487804aa480ef02d63db6d085,GB21WAXY20861383339578,William Brewer,Brooks and Sons Bank,Tunisia,Low,0,False,2025-09-29 17:09:34.330940
BENE_63f59834199f414b92225cff45d9563b,GB86FLPR40902638001137,Mark Hall,Castro Group Bank,Timor-Leste,Medium,0,False,2025-09-23 17:09:34.330940
BENE_efcf678941244e53afcf3678658db4d1,GB18SUAY01424316340891,Laura Logan,"Cain, Baker and Harvey Bank",Barbados,High,0,False,2024-10-29 17:09:34.330940
BENE_ce10082ec79c4ed8bade65f997011dd9,GB96IUJQ21474841238042,Barbara Cox,"West, Mayo and Williams Bank",Niue,High,0,False,2025-06-15 17:09:34.330940
BENE_7a0015a12ee74875935da9892d60e9ef,GB21UIEE36163643515369,Michael Hanson,White Inc Bank,Belarus,Medium,0,False,2025-09-16 17:09:34.331939
BENE_72e85189716c4e14ac153bd818d7016d,GB67BWQU27481044309478,Stephanie Martin,Barnett-Jones Bank,Norway,Medium,0,False,2024-12-22 17:09:34.331939
BENE_19fe1b7744e44c99b34a360a47bdb6eb,GB84QIXE75814911715993,Deborah Taylor,"Holmes, Sanders and Mcneil Bank",Uganda,Low,0,False,2023-12-01 17:09:34.331939
BENE_de63dffc2e834ba9ab0d849e9f0e23be,GB10NVMF38534021873763,Rita Hensley,Smith-Anderson Bank,Dominica,Low,0,False,2024-09-01 17:09:34.331939
BENE_c2bb20f7a2e34bef902e35e316cec484,GB18RFCO45331453215808,Jon Welch,Carter and Sons Bank,Tanzania,High,0,False,2024-02-23 17:09:34.332974
BENE_d82b1e63d5a747a9834143cd8b82b044,GB16TPQJ26090620133577,Charles Johnston,Brown-Becker Bank,Hong Kong,High,0,False,2024-08-12 17:09:34.332974
BENE_557e78c5f0d94c32b46ab682ec593d1b,GB52NSHS26852343008731,Steven Johnston,"Anderson, Williams and Thomas Bank",South Georgia and the South Sandwich Islands,Low,1,False,2023-12-12 17:09:34.332974
BENE_62212db9de3f4ea0a653a2e96b25b930,GB72RZHL02997167144455,Brandon Hines,Parks Group Bank,Jersey,High,0,False,2025-10-31 17:09:34.332974
BENE_de4e1294f2c04e41bab0a105262f7375,GB27XNIA68286700626356,Dr. Alexis Fleming DVM,Davis and Sons Bank,Peru,Medium,0,False,2025-04-11 17:09:34.333975
BENE_fe6ea0ef2130461d83dcbea3d6b7d90b,GB29ORVQ74224242534866,Nathan Hamilton,"Silva, West and Miller Bank",Iraq,High,1,False,2025-08-12 17:09:34.333975
BENE_db0cf440ea0a44b696d183868fd9dca7,GB47DRPL08167795133245,Justin Baxter,Montgomery Ltd Bank,Burundi,Critical,5,True,2025-12-09 17:09:34.333975
BENE_a1f378b74cae4818ba1d8288622e8e52,GB76CFTX19981385255116,Christina Robinson,"Barker, Griffin and Reeves Bank",Central African Republic,Low,0,False,2024-02-29 17:09:34.334941
BENE_b6a19262a69641fea5afb488cc451734,GB83HMQL15164920104912,Bobby Lopez,Brown LLC Bank,Brunei Darussalam,Low,0,False,2025-05-05 17:09:34.334941
BENE_af43de53412a4651982a3d971c838448,GB50KSBS33427105090897,Mr. Terry Fox DDS,Bryant and Sons Bank,Austria,High,0,False,2024-04-08 17:09:34.334941
BENE_ccb15ed3a93a404cb2b73dfa596f158c,GB62KJFI31632540436511,Jennifer Wade,"Martin, Shaw and Bryant Bank",Liechtenstein,Medium,1,False,2023-10-16 17:09:34.334941
BENE_98aa84ef02b84e57b06baa10e905622a,GB61JBNO79185438115074,Mitchell Thompson,"Lopez, Reese and Jones Bank",Cyprus,High,1,False,2025-11-27 17:09:34.335938
BENE_22b21940745a4ed4ba18b4a9afe874c5,GB89GNWT63047633985834,Justin Fisher,Ruiz Group Bank,Bulgaria,High,0,False,2024-04-08 17:09:34.335938
BENE_ad81d71f726c49fd8ca265269de0e11c,GB44VDGP84326003429286,Ashley Hall,Green and Sons Bank,Serbia,High,0,False,2025-02-11 17:09:34.335938
BENE_0daebdd573404f1d93b40515057136ae,GB39LFTR96961850288703,Maria Hensley,Jefferson Group Bank,Kazakhstan,High,0,False,2024-01-03 17:09:34.335938
BENE_c4b867cdd1324a3795e31fc3e5cf1e00,GB58XLTJ69603314094403,Dale Flores,Day-Estrada Bank,Saint Barthelemy,High,1,False,2025-05-04 17:09:34.335938
BENE_7872abfbc7c24e40b9f1765e3f0f5929,GB52RLNV39075250377765,Keith Hall,"Nguyen, Valdez and Sanchez Bank",Congo,High,0,False,2025-08-16 17:09:34.336974
BENE_05674953fba540b79445e6b7252eafe5,GB64IFUN21543853041887,Ethan Casey,Martinez Ltd Bank,Falkland Islands (Malvinas),Medium,0,False,2026-02-14 17:09:34.336974
BENE_c7850d163fe046f3a983a2ff2872364b,GB89UGSW21853703074272,Anthony Harris,"Monroe, Duran and Grant Bank",Tunisia,Medium,0,False,2025-09-19 17:09:34.336974
BENE_365e919071a64442a619da0051182f8b,GB08QXBP59383926325038,Lisa Sullivan,Mosley-Wong Bank,Norfolk Island,Medium,0,False,2024-04-12 17:09:34.337976
BENE_afa404eed25548139932a111195c8ec3,GB67TQZA34985205736477,Jane Jacobs,Bell and Sons Bank,Serbia,Medium,0,False,2023-12-25 17:09:34.337976
BENE_47ff90a400ed4a67887b25cf4c6c0a6d,GB59IHBW94581085858253,Connie Petersen,"Adams, Frederick and Meadows Bank",Central African Republic,Low,0,False,2025-10-24 17:09:34.337976
BENE_633ce77bd7e64784851f5f49b953a153,GB35JXSS36883762650764,Tammy Scott,"Lewis, Conley and Mcbride Bank",Micronesia,Low,0,False,2025-06-27 17:09:34.337976
BENE_37db9e1332aa45fb9fe6e324f9b88806,GB91BFPA94854541491168,Robert Holden,"Wise, Jordan and Rose Bank",Nauru,Low,1,False,2026-02-10 17:09:34.338973
BENE_b76df67c40854cf29b2dfb175b984851,GB89LYXL83192927302945,David Baker,Payne-Carter Bank,Nicaragua,Medium,1,False,2024-04-15 17:09:34.339480
BENE_813b540f69a74b5082bc0e9b1b3321b8,GB36FCXM59315399000811,Michael Hanson,"Richards, Harrison and Melton Bank",Tunisia,Low,0,False,2025-03-26 17:09:34.339995
BENE_92a1ebae06144ea69f31bf4276c2d8f2,GB24OINU29429217590390,Jeffrey Zimmerman,Robinson PLC Bank,Russian Federation,Low,0,False,2025-04-01 17:09:34.339995
BENE_e87d9b3f5ea2464eb87eafc3eb36c12a,GB47EQWZ45373263773430,Shelley Pope,Stafford LLC Bank,Bangladesh,Low,0,False,2025-12-23 17:09:34.340519
BENE_074bcd94d8074727a0700485151c4857,GB39PPKW54370695459596,Randall Scott,"Brown, Baker and Solis Bank",Cook Islands,Low,1,False,2026-02-22 17:09:34.340519
BENE_af57a007f86e4a82a356ad5ef68b2d13,GB26LAAM00022585664603,Todd Coffey,Dunn Group Bank,Netherlands Antilles,Low,0,False,2025-01-17 17:09:34.340519
BENE_6d27804a512e4911afb16cc2157126d8,GB52VLET67824984348816,Michael Little,Martinez-Moreno Bank,France,Low,0,False,2023-10-21 17:09:34.340519
BENE_f731d86f4e0a4fb2a59ce353966c363f,GB98XDHA25626083593994,David Torres,"Green, Greene and Thomas Bank",Gibraltar,Medium,1,False,2023-10-01 17:09:34.341525
BENE_0c08a2d665d9401c944f7c551abfe90f,GB61JTKH30050682616359,Jennifer Logan,Anderson and Sons Bank,Portugal,Low,0,False,2025-04-11 17:09:34.341525
BENE_0b71147663a94bd6a14d9edca507ddaa,GB02XHMU01872812961357,Tommy Porter MD,"Greene, Williamson and Ramirez Bank",Iraq,Low,0,False,2024-10-16 17:09:34.341525
BENE_6aff15c9569143e3aeb472d408cabad8,GB79HLLO85038944991261,Miranda Ross,Hernandez LLC Bank,Svalbard & Jan Mayen Islands,Low,0,False,2025-05-17 17:09:34.341525
BENE_dce5c0292e1b41bab3ea68f488052bbe,GB46EYEO18518619571414,Kelly Owens,Carpenter-Scott Bank,Gibraltar,High,0,False,2023-11-17 17:09:34.342531
BENE_bd1b65b6955f4298a133e2ba9ac9a9e9,GB70GAYE21517513592468,Darryl Davis,Odonnell Inc Bank,Bulgaria,Low,1,False,2024-05-24 17:09:34.342531
BENE_9490953a44a445e9b571fddb6facd422,GB39VZXC78428948796555,Vanessa Johnson,"Phillips, Vasquez and Young Bank",Namibia,Medium,0,False,2023-11-23 17:09:34.342531
BENE_e59ec4a6cb7d4b4aa86b1092a8fa5db9,GB04WCCL57630657032619,Daniel Ayers,"Larson, Sanders and Hall Bank",South Africa,Low,0,False,2024-10-13 17:09:34.343532
BENE_f05b50a34d094fc59ab3f72acf717cc6,GB48MSHF69280722298124,Sara Vazquez,"Sosa, Benson and Fowler Bank",Ukraine,High,1,False,2025-02-23 17:09:34.343532
BENE_08c4d49ff82a442393561e992820dfc6,GB78KHVN04855673953874,Elizabeth Williams,"Knapp, King and Riddle Bank",Denmark,Low,0,False,2025-01-25 17:09:34.344532
BENE_854737cc70d54c4e953420c182c745ec,GB69TXOG69117557421730,Cheyenne Cobb,"Smith, Warren and Campbell Bank",Comoros,Medium,0,False,2024-02-25 17:09:34.344919
BENE_2d33538a039a4cc996a8b56aa8f4e213,GB80BUPP39247652538630,Erika Lyons,Lewis-Miller Bank,Costa Rica,Low,0,False,2026-03-01 17:09:34.344919
BENE_9dac00dd69fa48eaae05e4461df73d61,GB36UDAZ19973791574882,Travis Lane,Jennings-Hendricks Bank,Bulgaria,Low,0,False,2026-02-10 17:09:34.345433
BENE_8865bf8dd1ce49c9b254ff1bfb26f5b4,GB23RALV25722385132899,Jennifer Page,Clayton-Marquez Bank,China,Low,0,False,2025-04-26 17:09:34.346445
BENE_a5695b31edfb4f87b0a13844f6774aba,GB66EQPO12772323216787,Daniel Carroll,Powell-Carpenter Bank,Honduras,High,0,False,2025-04-10 17:09:34.346445
